epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,734.963,0.47878,0.47345,0.93388,0.64754,0.73558,0.6645,0.6009,0.38063,0.4255,0.89002,0.0008515,0.0008515,0.0008515
32,757.755,0.48269,0.47316,0.93187,0.6389,0.75255,0.67275,0.61152,0.37763,0.43262,0.88977,0.00084655,0.00084655,0.00084655
33,780.664,0.47374,0.46811,0.93151,0.57852,0.78562,0.68422,0.621,0.36477,0.41755,0.88351,0.0008416,0.0008416,0.0008416
34,804.26,0.46155,0.46219,0.92493,0.61158,0.77212,0.68672,0.62537,0.36062,0.41708,0.88382,0.00083665,0.00083665,0.00083665
35,827.625,0.46406,0.4555,0.92692,0.70533,0.71662,0.6964,0.63508,0.36032,0.41204,0.88635,0.0008317,0.0008317,0.0008317
36,850.711,0.46111,0.45897,0.92415,0.61414,0.80054,0.68457,0.62723,0.35182,0.41297,0.87893,0.00082675,0.00082675,0.00082675
37,874.107,0.45742,0.45551,0.92437,0.67966,0.70828,0.69307,0.63182,0.35581,0.41145,0.88505,0.0008218,0.0008218,0.0008218
38,897.473,0.45657,0.45468,0.92019,0.71212,0.68463,0.69396,0.63864,0.35005,0.40928,0.88264,0.00081685,0.00081685,0.00081685
39,920.853,0.45452,0.45403,0.92361,0.60895,0.79421,0.67598,0.61614,0.352,0.41354,0.88196,0.0008119,0.0008119,0.0008119
40,944.094,0.45777,0.45455,0.92417,0.63217,0.77615,0.69888,0.63305,0.37506,0.4178,0.88687,0.00080695,0.00080695,0.00080695
41,967.354,0.44917,0.4497,0.92086,0.69841,0.71856,0.70074,0.64116,0.36631,0.40627,0.8868,0.000802,0.000802,0.000802
42,990.426,0.44991,0.45139,0.9203,0.68527,0.74015,0.70525,0.64424,0.35237,0.39079,0.87874,0.00079705,0.00079705,0.00079705
43,1013.51,0.44338,0.44738,0.91672,0.6199,0.82411,0.69306,0.63654,0.34696,0.39972,0.87664,0.0007921,0.0007921,0.0007921
44,1036.68,0.44671,0.44719,0.91765,0.70088,0.71451,0.6934,0.63031,0.34284,0.39499,0.87794,0.00078715,0.00078715,0.00078715
45,1059.93,0.44257,0.44535,0.91599,0.6858,0.73881,0.70183,0.64634,0.34326,0.39805,0.87815,0.0007822,0.0007822,0.0007822
46,1083.16,0.44969,0.44313,0.91848,0.71059,0.69467,0.71318,0.65569,0.33845,0.39184,0.87569,0.00077725,0.00077725,0.00077725
47,1106.45,0.43321,0.43754,0.91173,0.68484,0.7197,0.68696,0.63586,0.34447,0.38585,0.87259,0.0007723,0.0007723,0.0007723
48,1129.72,0.43039,0.43299,0.90979,0.68881,0.73975,0.69496,0.64085,0.34955,0.39215,0.87748,0.00076735,0.00076735,0.00076735
49,1153.04,0.43545,0.4374,0.91609,0.7024,0.7356,0.71455,0.65583,0.34949,0.39134,0.87797,0.0007624,0.0007624,0.0007624
50,1176.16,0.43696,0.43717,0.91359,0.62946,0.76243,0.69915,0.6469,0.3421,0.39339,0.87621,0.00075745,0.00075745,0.00075745
51,1199.12,0.43163,0.43447,0.91111,0.63169,0.78873,0.71619,0.65991,0.33977,0.38835,0.87673,0.0007525,0.0007525,0.0007525
52,1222.24,0.4263,0.43105,0.90836,0.61172,0.80185,0.70045,0.64344,0.33532,0.3887,0.87368,0.00074755,0.00074755,0.00074755
53,1245.18,0.42959,0.43224,0.91052,0.71119,0.72664,0.70599,0.6488,0.32829,0.38435,0.87581,0.0007426,0.0007426,0.0007426
54,1268.16,0.42044,0.42478,0.90748,0.73642,0.73114,0.70823,0.65681,0.33044,0.38536,0.87162,0.00073765,0.00073765,0.00073765
55,1291.14,0.42849,0.42922,0.90712,0.72065,0.70061,0.7129,0.65938,0.32501,0.37881,0.86997,0.0007327,0.0007327,0.0007327
56,1314.12,0.42232,0.41834,0.9036,0.67303,0.76794,0.7089,0.65423,0.33165,0.3719,0.87142,0.00072775,0.00072775,0.00072775
57,1337.18,0.42017,0.42186,0.90366,0.71674,0.71481,0.70617,0.65162,0.33284,0.38748,0.87387,0.0007228,0.0007228,0.0007228
58,1360.01,0.41157,0.41941,0.90229,0.64708,0.76668,0.7106,0.65475,0.32685,0.37689,0.87187,0.00071785,0.00071785,0.00071785
59,1382.49,0.4135,0.4192,0.90387,0.72068,0.73338,0.71096,0.6573,0.3222,0.37486,0.86793,0.0007129,0.0007129,0.0007129
60,1404.99,0.41834,0.42212,0.90701,0.72319,0.69029,0.71792,0.6632,0.32884,0.37426,0.87234,0.00070795,0.00070795,0.00070795
61,1427.53,0.41098,0.41845,0.90207,0.66531,0.76739,0.71039,0.66036,0.32688,0.38281,0.87298,0.000703,0.000703,0.000703
62,1450.15,0.40898,0.41773,0.90254,0.69386,0.72328,0.70184,0.64938,0.32832,0.37805,0.87282,0.00069805,0.00069805,0.00069805
63,1472.57,0.41847,0.41859,0.90647,0.70974,0.72805,0.7175,0.66563,0.32311,0.37267,0.87108,0.0006931,0.0006931,0.0006931
64,1494.93,0.41183,0.4128,0.90189,0.65522,0.78435,0.72745,0.67384,0.3133,0.36976,0.86867,0.00068815,0.00068815,0.00068815
65,1517.41,0.40254,0.40778,0.89919,0.62364,0.78854,0.7066,0.65594,0.31236,0.37148,0.86698,0.0006832,0.0006832,0.0006832
66,1539.79,0.40647,0.41249,0.9016,0.73312,0.72326,0.71124,0.65953,0.3123,0.37024,0.86836,0.00067825,0.00067825,0.00067825
67,1562.37,0.40042,0.40514,0.89867,0.70516,0.7382,0.72125,0.66808,0.31751,0.37206,0.86707,0.0006733,0.0006733,0.0006733
68,1584.84,0.4008,0.40646,0.8977,0.69396,0.74495,0.72555,0.67347,0.32077,0.3741,0.86968,0.00066835,0.00066835,0.00066835
69,1607.46,0.40418,0.40935,0.89869,0.69898,0.75029,0.72478,0.67417,0.3171,0.36497,0.87094,0.0006634,0.0006634,0.0006634
70,1629.86,0.39402,0.4043,0.89639,0.71765,0.73153,0.71794,0.66556,0.31153,0.36463,0.86421,0.00065845,0.00065845,0.00065845
71,1652.33,0.39929,0.40508,0.89478,0.7706,0.6965,0.71906,0.6703,0.30977,0.36811,0.8648,0.0006535,0.0006535,0.0006535
72,1675.25,0.39282,0.4003,0.89233,0.62827,0.75781,0.7235,0.6741,0.31021,0.36756,0.86423,0.00064855,0.00064855,0.00064855
73,1698.52,0.40108,0.40289,0.89581,0.72488,0.69884,0.73321,0.67828,0.31315,0.36456,0.86687,0.0006436,0.0006436,0.0006436
74,1721.81,0.39538,0.40052,0.89582,0.70448,0.72054,0.71862,0.66887,0.30655,0.36264,0.86188,0.00063865,0.00063865,0.00063865
75,1744.96,0.39141,0.40075,0.89364,0.71346,0.74754,0.72469,0.67016,0.30834,0.36003,0.86273,0.0006337,0.0006337,0.0006337
76,1768.18,0.3954,0.40137,0.89383,0.71428,0.74623,0.72619,0.67607,0.30828,0.36379,0.86437,0.00062875,0.00062875,0.00062875
77,1791.4,0.39055,0.39687,0.89092,0.74821,0.6983,0.72598,0.67337,0.30449,0.35942,0.8649,0.0006238,0.0006238,0.0006238
78,1814.55,0.38605,0.39603,0.89302,0.72092,0.734,0.73314,0.68408,0.30296,0.35442,0.86438,0.00061885,0.00061885,0.00061885
79,1837.8,0.38696,0.39733,0.89515,0.70039,0.75629,0.73384,0.68137,0.31198,0.35985,0.86568,0.0006139,0.0006139,0.0006139
80,1861.19,0.38986,0.39677,0.89549,0.69141,0.75295,0.73664,0.68369,0.30501,0.35924,0.86439,0.00060895,0.00060895,0.00060895
81,1884.38,0.38648,0.39559,0.89324,0.66307,0.74991,0.71817,0.66691,0.30024,0.3574,0.86037,0.000604,0.000604,0.000604
82,1907.63,0.39238,0.39621,0.89231,0.73047,0.70034,0.74007,0.68884,0.30501,0.36078,0.86047,0.00059905,0.00059905,0.00059905
83,1930.75,0.3876,0.38941,0.89208,0.75109,0.68157,0.72456,0.67378,0.29958,0.359,0.86162,0.0005941,0.0005941,0.0005941
84,1953.78,0.38113,0.39113,0.8891,0.71278,0.742,0.73403,0.68684,0.29735,0.35641,0.86143,0.00058915,0.00058915,0.00058915
85,1976.61,0.37769,0.38774,0.88941,0.68825,0.76635,0.73254,0.68219,0.29958,0.35681,0.8619,0.0005842,0.0005842,0.0005842
86,1999.34,0.382,0.39068,0.89021,0.71665,0.7323,0.74092,0.69072,0.29603,0.35918,0.86119,0.00057925,0.00057925,0.00057925
87,2022.05,0.38092,0.39156,0.88947,0.67197,0.76165,0.72689,0.68052,0.29523,0.35852,0.85973,0.0005743,0.0005743,0.0005743
88,2044.7,0.38785,0.39433,0.89346,0.73632,0.71243,0.73181,0.68564,0.29224,0.35376,0.8573,0.00056935,0.00056935,0.00056935
89,2067.62,0.38157,0.38537,0.88907,0.70277,0.7343,0.72128,0.67529,0.29484,0.35457,0.86181,0.0005644,0.0005644,0.0005644
90,2090.34,0.37508,0.38515,0.88592,0.68294,0.77352,0.72928,0.6818,0.29491,0.35518,0.8608,0.00055945,0.00055945,0.00055945
91,2112.78,0.37353,0.38442,0.88808,0.72308,0.73075,0.73502,0.68882,0.29241,0.35387,0.85795,0.0005545,0.0005545,0.0005545
92,2135.42,0.37852,0.38716,0.8878,0.64846,0.77733,0.73485,0.6843,0.29029,0.35334,0.85988,0.00054955,0.00054955,0.00054955
93,2157.88,0.38004,0.3862,0.88917,0.73894,0.71591,0.73395,0.6849,0.28874,0.35201,0.85789,0.0005446,0.0005446,0.0005446
94,2180.35,0.3779,0.3872,0.88959,0.69539,0.75734,0.72572,0.67364,0.29553,0.353,0.85861,0.00053965,0.00053965,0.00053965
95,2202.78,0.37219,0.37992,0.88635,0.69972,0.76336,0.73094,0.68268,0.29092,0.35127,0.85811,0.0005347,0.0005347,0.0005347
96,2225.71,0.3702,0.38138,0.88442,0.71808,0.74969,0.7384,0.69037,0.28908,0.34624,0.85829,0.00052975,0.00052975,0.00052975
97,2248.92,0.36916,0.37998,0.88621,0.68889,0.76145,0.72737,0.68225,0.29186,0.35088,0.85721,0.0005248,0.0005248,0.0005248
98,2272.09,0.36981,0.37995,0.88442,0.66305,0.81035,0.73038,0.68465,0.2847,0.34441,0.85379,0.00051985,0.00051985,0.00051985
99,2295.16,0.3682,0.37884,0.88431,0.72636,0.73391,0.72983,0.68361,0.28446,0.34723,0.85751,0.0005149,0.0005149,0.0005149
100,2318.2,0.36591,0.37832,0.88271,0.74058,0.7305,0.73078,0.68459,0.287,0.34968,0.85825,0.00050995,0.00050995,0.00050995
101,2341.1,0.3696,0.37775,0.88424,0.64047,0.80467,0.71709,0.67441,0.28644,0.34777,0.85673,0.000505,0.000505,0.000505
102,2364.12,0.36505,0.37522,0.88303,0.69971,0.76112,0.72874,0.68507,0.2824,0.34988,0.85573,0.00050005,0.00050005,0.00050005
103,2387.1,0.35696,0.37287,0.88054,0.75094,0.71014,0.72898,0.68459,0.28234,0.34847,0.85589,0.0004951,0.0004951,0.0004951
104,2409.98,0.36588,0.37504,0.88506,0.64661,0.7946,0.72367,0.6805,0.28123,0.34808,0.85431,0.00049015,0.00049015,0.00049015
105,2432.77,0.36608,0.37622,0.88343,0.67971,0.76816,0.72494,0.67943,0.28123,0.34763,0.85555,0.0004852,0.0004852,0.0004852
106,2455.77,0.36101,0.37262,0.88315,0.7537,0.71608,0.72935,0.68558,0.28326,0.34667,0.85492,0.00048025,0.00048025,0.00048025
107,2478.75,0.36441,0.37434,0.8823,0.70008,0.71257,0.73278,0.68789,0.27761,0.34505,0.8544,0.0004753,0.0004753,0.0004753
108,2501.73,0.36102,0.37206,0.88137,0.73708,0.74535,0.72418,0.67976,0.28083,0.35101,0.8525,0.00047035,0.00047035,0.00047035
109,2524.65,0.36202,0.37133,0.88013,0.74005,0.7481,0.73298,0.68725,0.2795,0.34638,0.85432,0.0004654,0.0004654,0.0004654
110,2547.42,0.35831,0.36823,0.88122,0.67535,0.79899,0.74368,0.69767,0.27708,0.34216,0.85354,0.00046045,0.00046045,0.00046045
111,2570.13,0.35765,0.36907,0.88139,0.67734,0.76944,0.72489,0.6799,0.2801,0.34358,0.85498,0.0004555,0.0004555,0.0004555
112,2592.8,0.36133,0.36663,0.88037,0.69685,0.78194,0.74076,0.69685,0.27889,0.34374,0.85233,0.00045055,0.00045055,0.00045055
113,2615.5,0.35642,0.36566,0.88059,0.69439,0.7687,0.73456,0.69077,0.27588,0.34384,0.85371,0.0004456,0.0004456,0.0004456
114,2638.09,0.35604,0.36575,0.87913,0.66738,0.77478,0.73027,0.6864,0.27798,0.34347,0.85126,0.00044065,0.00044065,0.00044065
115,2660.75,0.35512,0.36386,0.87782,0.6553,0.78199,0.73133,0.68734,0.27787,0.34639,0.8529,0.0004357,0.0004357,0.0004357
116,2683.44,0.35732,0.36573,0.88025,0.67919,0.78089,0.73498,0.69063,0.27981,0.34517,0.85375,0.00043075,0.00043075,0.00043075
117,2706.03,0.3531,0.36424,0.8776,0.76606,0.7212,0.73343,0.68986,0.27257,0.34127,0.85145,0.0004258,0.0004258,0.0004258
118,2728.56,0.35178,0.36421,0.87725,0.65192,0.78901,0.72819,0.68605,0.27576,0.34326,0.85276,0.00042085,0.00042085,0.00042085
119,2751.11,0.35172,0.36474,0.87773,0.67866,0.78207,0.7405,0.69594,0.2756,0.34397,0.85176,0.0004159,0.0004159,0.0004159
120,2773.99,0.35069,0.36248,0.87718,0.63996,0.80741,0.72907,0.68731,0.27069,0.34108,0.85097,0.00041095,0.00041095,0.00041095
121,2797.31,0.35053,0.36126,0.87911,0.72292,0.74126,0.73778,0.69491,0.27095,0.33869,0.8509,0.000406,0.000406,0.000406
122,2820.67,0.3518,0.36236,0.87647,0.72172,0.75827,0.72969,0.68772,0.27444,0.34243,0.85209,0.00040105,0.00040105,0.00040105
123,2844,0.35165,0.36098,0.87727,0.71093,0.78198,0.74322,0.69936,0.27371,0.34255,0.85021,0.0003961,0.0003961,0.0003961
124,2867.45,0.34483,0.35597,0.8753,0.65246,0.8012,0.74175,0.69973,0.26966,0.33835,0.84982,0.00039115,0.00039115,0.00039115
125,2890.82,0.34798,0.35972,0.87843,0.67694,0.79333,0.73476,0.69257,0.27092,0.33729,0.85004,0.0003862,0.0003862,0.0003862
126,2914.08,0.34858,0.35924,0.87636,0.67783,0.78111,0.73427,0.69223,0.2724,0.33978,0.85104,0.00038125,0.00038125,0.00038125
127,2937.5,0.34433,0.35998,0.87518,0.67164,0.77167,0.73369,0.68985,0.27163,0.33782,0.85047,0.0003763,0.0003763,0.0003763
128,2960.85,0.34676,0.35855,0.87724,0.70737,0.75722,0.73453,0.69117,0.27072,0.33861,0.85118,0.00037135,0.00037135,0.00037135
129,2984.24,0.34501,0.35266,0.87586,0.70114,0.77769,0.73838,0.69675,0.27251,0.34353,0.85151,0.0003664,0.0003664,0.0003664
130,3007.63,0.34585,0.35627,0.87732,0.68555,0.78495,0.735,0.69295,0.27223,0.33832,0.85109,0.00036145,0.00036145,0.00036145
131,3030.73,0.34148,0.35396,0.87464,0.69115,0.76583,0.73061,0.69056,0.2674,0.33958,0.84939,0.0003565,0.0003565,0.0003565
132,3053.96,0.34738,0.35442,0.87508,0.70275,0.74284,0.73626,0.69269,0.27233,0.34007,0.85207,0.00035155,0.00035155,0.00035155
133,3077.05,0.3402,0.35406,0.87529,0.70282,0.74772,0.74212,0.69964,0.26715,0.33321,0.84948,0.0003466,0.0003466,0.0003466
134,3100.05,0.33882,0.35042,0.8732,0.68584,0.77223,0.73565,0.69403,0.26993,0.33618,0.84924,0.00034165,0.00034165,0.00034165
135,3123.05,0.344,0.34978,0.87552,0.7331,0.73248,0.73372,0.69135,0.26789,0.33778,0.84898,0.0003367,0.0003367,0.0003367
136,3145.89,0.33643,0.34784,0.87105,0.68916,0.76987,0.72907,0.68722,0.26932,0.33906,0.84919,0.00033175,0.00033175,0.00033175
137,3168.8,0.33953,0.3484,0.87398,0.68086,0.75294,0.72666,0.68354,0.26758,0.33933,0.84983,0.0003268,0.0003268,0.0003268
138,3191.57,0.33593,0.35031,0.87134,0.67332,0.773,0.72826,0.68577,0.2686,0.33841,0.85014,0.00032185,0.00032185,0.00032185
139,3214.26,0.3376,0.34667,0.87191,0.66952,0.77147,0.72743,0.68681,0.2657,0.33785,0.84825,0.0003169,0.0003169,0.0003169
140,3236.73,0.33527,0.3448,0.8738,0.6581,0.78628,0.72919,0.68971,0.26545,0.33623,0.84921,0.00031195,0.00031195,0.00031195
141,3259.37,0.33482,0.34788,0.87309,0.66507,0.78891,0.7365,0.69698,0.26585,0.33896,0.84885,0.000307,0.000307,0.000307
142,3281.89,0.33345,0.34694,0.87323,0.66942,0.78384,0.7263,0.68623,0.26689,0.33837,0.84957,0.00030205,0.00030205,0.00030205
143,3304.33,0.33393,0.34511,0.8714,0.67737,0.78954,0.73349,0.69359,0.26354,0.33831,0.84854,0.0002971,0.0002971,0.0002971
144,3326.7,0.33314,0.34489,0.86929,0.66229,0.79334,0.74343,0.70169,0.26262,0.33821,0.84911,0.00029215,0.00029215,0.00029215
145,3349.04,0.33214,0.34545,0.87124,0.66533,0.77717,0.73893,0.69815,0.26245,0.3391,0.84898,0.0002872,0.0002872,0.0002872
146,3371.58,0.33194,0.34321,0.87093,0.66204,0.77157,0.7318,0.69151,0.26212,0.33665,0.84779,0.00028225,0.00028225,0.00028225
147,3394.19,0.33224,0.34431,0.87111,0.67067,0.76146,0.73214,0.69265,0.26399,0.33651,0.84923,0.0002773,0.0002773,0.0002773
148,3416.83,0.32821,0.34307,0.87157,0.67352,0.77404,0.73633,0.69486,0.26306,0.33463,0.84881,0.00027235,0.00027235,0.00027235
149,3439.47,0.32743,0.33874,0.86821,0.67923,0.75236,0.74194,0.69989,0.26159,0.33187,0.84857,0.0002674,0.0002674,0.0002674
150,3462.09,0.33113,0.34496,0.87247,0.66254,0.76999,0.73896,0.69742,0.26279,0.33706,0.84722,0.00026245,0.00026245,0.00026245
151,3485.02,0.32483,0.33748,0.86818,0.6717,0.76387,0.74019,0.69908,0.26065,0.3358,0.84824,0.0002575,0.0002575,0.0002575
152,3508.15,0.33113,0.34409,0.86985,0.66367,0.77702,0.7391,0.6986,0.26149,0.3364,0.84858,0.00025255,0.00025255,0.00025255
153,3531.22,0.32741,0.33927,0.86829,0.64652,0.82076,0.73563,0.69465,0.26173,0.33347,0.84921,0.0002476,0.0002476,0.0002476
154,3554.08,0.32636,0.34099,0.86805,0.70234,0.72127,0.73182,0.69179,0.26071,0.33597,0.84843,0.00024265,0.00024265,0.00024265
155,3576.97,0.32517,0.33889,0.86745,0.66741,0.78744,0.74274,0.70213,0.26261,0.3361,0.8493,0.0002377,0.0002377,0.0002377
156,3599.9,0.32645,0.3387,0.86874,0.65971,0.79945,0.7357,0.69369,0.26233,0.33528,0.84833,0.00023275,0.00023275,0.00023275
157,3622.75,0.32413,0.33667,0.86764,0.66999,0.78181,0.74626,0.70401,0.2608,0.33546,0.84762,0.0002278,0.0002278,0.0002278
158,3645.73,0.32006,0.33485,0.86518,0.64808,0.80242,0.73532,0.69464,0.25831,0.33573,0.84745,0.00022285,0.00022285,0.00022285
159,3668.64,0.32488,0.33576,0.86637,0.65371,0.7929,0.73699,0.69635,0.25961,0.33566,0.8475,0.0002179,0.0002179,0.0002179
160,3691.39,0.32203,0.33314,0.86693,0.77635,0.70065,0.73933,0.69934,0.25883,0.3339,0.84682,0.00021295,0.00021295,0.00021295
161,3714.14,0.31917,0.3324,0.86786,0.68515,0.76791,0.73414,0.69454,0.25872,0.33495,0.84622,0.000208,0.000208,0.000208
162,3736.95,0.31928,0.33149,0.86616,0.66843,0.77968,0.74012,0.70004,0.25842,0.33693,0.845,0.00020305,0.00020305,0.00020305
163,3759.64,0.32307,0.33597,0.86716,0.67369,0.76658,0.74265,0.70087,0.25888,0.33608,0.84651,0.0001981,0.0001981,0.0001981
164,3783.02,0.3191,0.33235,0.86541,0.68315,0.75145,0.73654,0.69609,0.25754,0.33408,0.84612,0.00019315,0.00019315,0.00019315
165,3806.54,0.31636,0.33094,0.86491,0.68826,0.77581,0.73212,0.69238,0.25803,0.3343,0.84612,0.0001882,0.0001882,0.0001882
166,3829.98,0.31665,0.33066,0.86495,0.67325,0.77859,0.73209,0.69316,0.25746,0.33152,0.84577,0.00018325,0.00018325,0.00018325
167,3853.32,0.3168,0.32936,0.86596,0.6723,0.77114,0.73601,0.69526,0.25666,0.33345,0.84546,0.0001783,0.0001783,0.0001783
168,3876.62,0.32022,0.33255,0.86715,0.67232,0.77765,0.73316,0.69236,0.25647,0.33127,0.8455,0.00017335,0.00017335,0.00017335
169,3900.06,0.31393,0.3294,0.86419,0.6804,0.77445,0.73188,0.69068,0.25538,0.33242,0.84549,0.0001684,0.0001684,0.0001684
170,3923.36,0.31545,0.3309,0.86559,0.67018,0.78233,0.73378,0.69274,0.25582,0.33166,0.84601,0.00016345,0.00016345,0.00016345
171,3946.39,0.31574,0.32873,0.86259,0.72728,0.73454,0.73572,0.6958,0.25446,0.3326,0.8463,0.0001585,0.0001585,0.0001585
172,3969.62,0.31284,0.32968,0.86385,0.71876,0.72053,0.73029,0.6909,0.25555,0.33456,0.84554,0.00015355,0.00015355,0.00015355
173,3992.85,0.31611,0.32842,0.86529,0.65484,0.79875,0.73186,0.69305,0.25624,0.3356,0.84468,0.0001486,0.0001486,0.0001486
174,4016.3,0.30978,0.32517,0.86198,0.65919,0.78719,0.73667,0.69703,0.25575,0.33367,0.84525,0.00014365,0.00014365,0.00014365
175,4039.52,0.3121,0.32279,0.86346,0.73887,0.72015,0.73563,0.69617,0.25628,0.33414,0.8455,0.0001387,0.0001387,0.0001387
176,4062.47,0.31055,0.32393,0.86278,0.75989,0.71098,0.7365,0.69621,0.25577,0.33338,0.84536,0.00013375,0.00013375,0.00013375
177,4085.22,0.31034,0.32681,0.86359,0.72509,0.72716,0.73645,0.69629,0.25491,0.33309,0.84509,0.0001288,0.0001288,0.0001288
178,4107.94,0.31019,0.3267,0.86255,0.68775,0.75695,0.73419,0.69614,0.2535,0.33219,0.84486,0.00012385,0.00012385,0.00012385
179,4130.63,0.31445,0.32726,0.86337,0.76142,0.69193,0.73497,0.69491,0.25361,0.33387,0.84539,0.0001189,0.0001189,0.0001189
180,4153.32,0.30774,0.32155,0.86449,0.76058,0.69429,0.73688,0.69808,0.25423,0.33245,0.84593,0.00011395,0.00011395,0.00011395
181,4175.86,0.30833,0.32361,0.86329,0.74975,0.70386,0.73758,0.69913,0.25463,0.33334,0.84615,0.000109,0.000109,0.000109
182,4198.47,0.30801,0.32276,0.86262,0.75492,0.70077,0.73964,0.70071,0.25415,0.33241,0.84551,0.00010405,0.00010405,0.00010405
183,4221.18,0.31096,0.32443,0.86208,0.65455,0.81494,0.7389,0.69961,0.25428,0.3312,0.84498,9.91e-05,9.91e-05,9.91e-05
184,4244.04,0.30695,0.32046,0.86346,0.77129,0.68249,0.73525,0.69523,0.25405,0.3321,0.84513,9.415e-05,9.415e-05,9.415e-05
